TELEFONO;COGNOME;NOME;EMAIL
3458673922;;;
3458677720;;;
3458683852;el hallaf;levia;
3458729688;paolini;genia;g3n14.p40l1n1@alice.it
3458735862;Catalano;eliseno;eliseno58@hotmail.com
3458735862;;andreatta;
3458738455;Mariani;redea;
3458790541;Vinciguerra;;le.vinciguerra@tim.it
3458869265;;Melchisedeo;jwefvstictpche@yahoo.com
3458880105;;elisena;aristidina67@hotmail.com
3458880105;;;no-lopez@yahoo.com
3458897946;dolciotti;;3ld0-d0lc10tt1@yahoo.com
3458942983;;;giosaffatte74@tim.it
3458988037;Pagano;Erilde;erilde.pagano@hotmail.com
3459030048;paul;consalva;
3459055281;;isabello;
3459100860;di maio;aido;41.d1 m410@hotmail.it
3459154493;ortu;;nuta83@hotmail.com
3459179786;mussinelli;velleda;cichon89@alice.it
3459193701;;;0v4nd4-sc1p10n1@yahoo.com
3459197998;;Neria;luzietti.n@tim.it
3459244117;Pellegrini;;pellegrini88@libero.it
3459295655;;;haji-christopher@tim.it
3459311555;;;andro.manzi@tim.it
3459402824;;ruben;
3459404562;Costantini;;zi.pelo@tim.it
3459408265;;fiorenda;1d3 m4tt30@hotmail.com
3459414646;farazi;fenelia;fenelia07@hotmail.it
3459462470;terracciano;aldiviero;4ld1t3rr4cc14n0@yahoo.com
3459487533;bushulli;marialuisa;g3-f0nt4n1ll4@hotmail.com
3459500339;cusin;ansuina;ansuina64@yahoo.com
3459504901;gasmi;dismo;d1sm0-g4sm1@hotmail.com
3459504901;Olivieri;fogliana;Olivieri32@tim.it
3459602454;;;
3459608850;;;cichon41@tim.it
3459621496;tulli;raffaelle;n.v4lb0n3s1@alice.it
3459652982;liberto ;venanzina;ctpxvnrg@hotmail.com
3459661200;Ferrari;pasquino;lc4v4t3rr4@virgilio.it
3459661200;porta;riode;g3-f0nt4n1ll4@hotmail.com
3459669581;milutinovic;florideo;
3459718850;Lombardo;fiorito;1ll1d10.d1 s1p10@hotmail.com
3459764006;;agato;conte20@libero.it
3459779386;Vitale;;Gr4ss1-v13r0@hotmail.it
3459797621;lelli;artemia;artemia15@gmail.com
3459812290;Moretti;felicitas;f3l1c1t4s.M0r3tt1@tim.it
3459814113;;filadelfia;
3459814113;lanzoni;oriano;fl0r1s-l30n3tt1@hotmail.com
3459838503;Costa;;
3459845058;gromala;vanina;fragolina@yahoo.com
3459885297;amato;lisandro;l1s4ndr04m4t0@tim.it
3459892157;Costa;;marina.costa@alice.it
3459906530;bassani;ervino;adrasto43@yahoo.com
3459953929;Pellegrini;esta;ptbncryjei@gmail.com
3459965965;siapian;amabile;amabile98@libero.it
3460004941;caligiuri;giuliva;l4z4zz3r4.f0r3st1n4@gmail.com
3460013160;Cavallo;;filenocavallo@yahoo.com
3460037047;strazzanti;adeodato;strazzanti41@hotmail.it
3460037047;;viviana;
3460046347;casadei;alfina;donaldo12@gmail.com
3460071456;di paolo;aliviero;odinella59@virgilio.it
3460128683;;illide;1ll1d3-c4v4t3rr4@hotmail.it
3460142276;blasi ;abramina;4br4m1n4bl4s1 @alice.it
3460147203;quadrini;antuono;
3460152503;romano;leandrino;romano00@hotmail.it
3460182870;colombo ;ercolano;leocadio02@hotmail.it
3460182870;;jolanda;j.pl4nt4@libero.it
3460241973;clementucci;fabrio;
3460245064;;;concettino-cagnotti@libero.it
3460273874;lanzoni;marcolina;fulgero32@libero.it
3460300734;La sorda;;toso99@tim.it
3460360580;Rinaldi;;f1n4.R1n4ld1@yahoo.com
3460420697;palatano;purifico;hwpezswstum@hotmail.it
3460431924;;Zulina;zulina68@hotmail.com
3460439009;;;gromala.liborio@yahoo.com
3460444587;oliva;signorello;oliva@hotmail.com
3460457515;;paola;mollica.p@hotmail.com
3460457515;fontolan;reanto;mincuzziesperio@tim.it
3460460438;;leardina;ermeti97@virgilio.it
3460474397;adorno;plauto;plauto57@alice.it
3460474397;coccia;;c0cc14.t3@virgilio.it
3460476713;Guerra;batista;
3460476713;baldari;barbarina;bb4ld4r1@yahoo.com
3460512859;hijjoui;delindo;
3460517418;pasquini;sinforosa;sinforosa@hotmail.com
3460525606;di ruzza;alcmena;giolivo@alice.it
3460527689;nurul;vandina;
3460548848;mucci;firmano;firmano84@virgilio.it
3460554684;;;
3460566005;Di Stefano;;
3460606430;fiordigigli;fides;marcuccia62@virgilio.it
3460688665;Russo;;r0s4lb0.Russ0@yahoo.com
3460736072;vaccaro;;elda78@gmail.com
3460745757;Poni;;poni-fioriggi@alice.it
3460771454;trasforini;orvanna;siriana14@gmail.com
3460827202;spoletini;;fulgenzia22@virgilio.it
3460866777;;;cagnotti90@yahoo.com
3460866777;;Oliano;gr3c0-p@alice.it
3460867746;;ilaria;bagnato65@hotmail.com
3460931036;Poli;Elmina;
3460942765;vinciguerra;casilde;casilde77@hotmail.it
3460959265;;Sisino;c4s4d31-s1s1n0@virgilio.it
3461002504;zenina;adrasta;adrasta58@yahoo.com
3461021111;;Ivania;vemonti@tim.it
3461023517;del aguila rosario;;mim„?.delaguilarosario@hotmail.com
3461101109;bonn;oden;
3461105887;Rizzo;gaio;ga-rizzo@gmail.com
3461128003;zanelli;;mariastella.zanelli@yahoo.com
3461152411;;antonillo;antonillo30@hotmail.it
3461176728;bonn;faliero;faliero45@yahoo.com
3461205739;ossati;rocchino;vannozzi@yahoo.com
3461206773;Mancini;leano;esposito29@hotmail.it
3461231289;Cerchierini;;cangini-s@yahoo.com
3461231289;De freitas sousa tavares;Adeodato;yjyblnutqjdxlbd@yahoo.com
3461234360;;;fiorlindo95@virgilio.it
3461279638;rucci;orfelina;xasyjpxk@gmail.com
3461296529;Zolnowski;;zolnowski53@gmail.com
3461301916;Benedetti;arzenio;B3n3d3tt1-4@hotmail.it
3461301916;wenz;rosalio;rosalio12@hotmail.it
3461301916;de florio;clorindo;cl0-d3 fl0r10@hotmail.com
3461312813;;;procopio67@gmail.com
3461319358;pisacane;onestina;p1s4c4n3-0n3st1n4@gmail.com
3461335502;rocchi;alfonsino;3rr4hm4n1l4zz4r1n4@tim.it
3461335502;focaccia;marirosa;
3461343628;tabane;peppi;strazzanti41@hotmail.it
3461348199;rucci;walburga;giammaria75@gmail.com
3461355875;iachini;beltrando;beltrando-iachini@virgilio.it
3461357619;lesniewska;giuseppa;giuseppa51@libero.it
3461373213;stefoni;abdon;r3ct3-M3l3@gmail.com
3461373213;;;Pastore50@hotmail.it
3461373213;milutinovic;rosmiro;m1lut1n0v1cr0sm1r0@libero.it
3461412368;;oscaro;fabbri.o@hotmail.com
3461439938;Gallo;;gi.gallo@hotmail.it
3461457259;;;anco.proietti@alice.it
3461463854;strazzanti;ferucio;f.strazzanti@yahoo.com
3461474142;panchetti;falco;falco20@hotmail.it
3461514484;;barbaro;napoliba@hotmail.com
3461524259;Zaccaria;Alice;
3461530876;Barone;donatino;donatino32@tim.it
3461603637;Orlandi;;palatano92@libero.it
3461616499;Mucci;;salvadora69@hotmail.com
3461645425;Cavallo;agata;cavallo81@tim.it
3461654851;celotti;galdina;
3461692872;;;
3461697515;Olivieri;alindo;pawel rafal35@hotmail.it
3461697515;mercantini;olite;casilde77@hotmail.it
3461707687;Basile;;abcdefghijklmnopq@tim.it
3461719069;lazazzera;ismene;ismene84@gmail.com
3461785563;;;guidone71@tim.it
3461837226;;Rizzi;r1b4ss4n1@hotmail.com
3461851686;de simone;amantina;4.d3 s1m0n3@virgilio.it
3461904952;d'ottavio ;ines;1n3-d'0tt4v10 @hotmail.com
3461905792;;Dema;z4n3ll1m4nl10@hotmail.com
3461907678;kosek;vettore;l4ur4n4-c3r4ld1@virgilio.it
3461920324;;;g1-c4rp1_m4r4sc0@libero.it
3461954597;;sigifredo;s1.R1cc14rd1@yahoo.com
3461954597;;valento;tch31kh t4l1b0uy4@hotmail.it
3461957257;Conti;;verardo25@tim.it
3461961017;Boubaker;;el1r0s4t4@yahoo.com
3461977542;Giuliani;;filimena84@yahoo.com
3462014244;labella;lea;
3462030028;mauro;piermarco;
3462032472;fiordigigli;ostella;0st3ll4-f10rd1g1gl1@gmail.com
3462032472;sorrentino;marziana;g3nt1l1.g1@hotmail.com
3462043573;ceraldi;tesea;tesea@gmail.com
3462043573;ferrari;letanzio;b4gn414.4z3l10@hotmail.com
3462062668;Coppola;sisinnia;
3462066696;patwary;cristoforo;c-p4tw4ry@yahoo.com
3462071305;vannozzi;barbato;b.v4nn0zz1@gmail.com
3462123106;piro;artide;
3462169703;la sorda;inelda;r0s4sc0.k0s3k@alice.it
3462169703;diamantini;lide;l4ur4n4-c3r4ld1@virgilio.it
3462177865;Colombo;;rcolombo@yahoo.com
3462203674;Mazza;giordana;giordanamazza@hotmail.com
3462238206;el kaaba  armit;rachelina;
3462243399;olivelli;avanti;
3462255631;Ciampaglia;Otellio;
3462262232;;;
3462263255;;;
3462299188;Bruni;soccorso;s0cc0rs0.Brun1@yahoo.com
3462301308;paduano;fiumana;v1-3rc0l4n1@alice.it
3462312379;Morelli;origene;l-R0m4n0@yahoo.com
3462315608;bellino;ansperto;4nsp3rt0b3ll1n0@virgilio.it
3462322513;;;gdalessandro@virgilio.it
3462328253;seri;odorinda;passitto64@virgilio.it
3462365535;Piazza;orelia;p4nch3tt1-f1l1m3n4@tim.it
3462388988;zanelli;onofrina;smyjuog@virgilio.it
3462417365;;persia;persia52@hotmail.com
3462417365;vassura;dionisi;d.vassura@hotmail.it
3462431185;;;uguccione-balice@gmail.com
3462434502;;;
3462458944;freschi ;elvinia;
3462467127;Grassi;;luigia-grassi@alice.it
3462480875;;;pelo.fridia@gmail.com
3462495992;Rosati;Comincio;
3462533462;bragioto;reanto;
3462536731;;;bonomo-armenia@libero.it
3462539067;Ranucci;;aderanucci@libero.it
3462540782;jebrane;oderio;oderio-jebrane@hotmail.com
3462561861;;;yjyblnutqjdxlbd@yahoo.com
3462581151;di pasquale;orsio;cichon@hotmail.com
3462600372;buccolieri;iorio;buccolieri10@hotmail.it
3462626347;bonsignore;;
3462639903;mena;diodata;4rdu.d3 fl0r10@virgilio.it
3462648557;cagnotti;benito dario;b3n1t0 d4r10-c4gn0tt1@hotmail.com
3462671706;colle;;4sc3-c0ll3@virgilio.it
3462678020;tomassi;;abcdefg@hotmail.com
3462687433;;meschino;
3462707857;;;moukrim15@tim.it
3462728671;;;fiordalbadi_marco@libero.it
3462730130;;tazio;taziofiniti@virgilio.it
3462746146;;;
3462754055;Vidanalage;;pariginavidanalage@tim.it
3462756808;;teodosio;teodosio.barsanti@hotmail.com
3462769672;Amato;agazia;agazia56@hotmail.com
3462769672;chesti;grazietto;
3462817506;patruno;osmido;
3462830495;gromala;ubertina;gr0m4l4-ub3rt1n4@hotmail.com
3462841797;lippi;villelmo;cichon89@alice.it
3462845171;;nivo;
3462885309;Sorrentino;Arconte;arconte22@libero.it
3462902131;Catalano;Nola;nolacatalano@tim.it
3462904706;minuz;franca;fr4nc4-m1nuz@libero.it
3463086460;costantini;;gentili93@libero.it
3463088211;Brizi;;gerolamina17@hotmail.it
3463187372;;;brun4-t30d0r4n1@gmail.com
3463188083;quadalti noferini;leonisio;quadaltinoferini83@gmail.com
3463204940;Parravani;Elianora;parravani79@gmail.com
3463232770;Battaglia;fioruccio;f.battaglia@virgilio.it
3463240234;zapalski;elisabetta;z4p4lsk1.3@hotmail.com
3463246206;Rinaldi;frangiotto;fr4.R1n4ld1@yahoo.com
3463254615;crepaldi;riviero;b4l1c3-1@libero.it
3463260092;zavalloni;nevia;t0s0l1n1f1l1pp0@alice.it
3463269335;coluccio;crispolto;crispolto75@virgilio.it
3463269335;casali;vannetta;
3463269335;angelicchio;sante;ambrogio34@libero.it
3463328963;;;sanna.femo@hotmail.com
3463400085;Morelli;eralda;
3463404975;Bernardi;Sofocle;givalentini@gmail.com
3463431658;fadda;;abcdefghijklmnopqr@virgilio.it
3463464710;;;onice89@hotmail.com
3463473008;;Marrico;marrico81@hotmail.it
3463477227;;roviero;
3463489687;de simone;etrurio;etrurio98@virgilio.it
3463518541;metozzi;edgarda;3dg4rd4.m3t0zz1@yahoo.com
3463518541;manchia;ugolina;
3463525989;;;eri-costantini@virgilio.it
3463532626;di menna;pacino;di menna33@virgilio.it
3463534552;Poni;;idalco-tosolini@alice.it
3463548088;Mariani;;a-armaroli@alice.it
3463548203;;avventina;
3463575822;;;
3463646207;;ivan;
3463654439;scardone;;scardone70@libero.it
3463655128;;;sabata@tim.it
3463658638;;;
3463700721;Prelati;;prelati-fi@gmail.com
3463711236;tioni;vespasiano;
3463729332;;Elisabella;navarro93@virgilio.it
3463768933;piacentini;filippino;
3463773754;Albanese;ormanno;tiranno99@hotmail.com
3463773754;;;ermentinotioni@yahoo.com
3463773754;;oldano;abcdefghijklm@alice.it
3463791056;Jebrane;;iella31@tim.it
3463822312;balloni;giovannica;g10v4nn1c4.b4ll0n1@yahoo.com
3463835163;Castaldo;;moianov@tim.it
3463861309;;Valentino;valentino-mollica@hotmail.com
3463910731;;Mariomaria;
3463951421;piga;osana;z3m3zz0g0r1@libero.it
3463956968;;;sante80@virgilio.it
3463960511;lacerenza;orienna;3du1n0-p4ul@tim.it
3463992707;di paolo;orsina;gianandrea37@hotmail.it
3464000298;fontolan;moraldi;
3464011851;;;ferro43@hotmail.it
3464011851;;sistina;eu.bassani@hotmail.com
3464012808;Huaman lopez;;eride46@hotmail.com
3464013688;Marocchini;Raffaelina;
3464027996;Ferretti;giulietta;l3n4.t3m1st0@tim.it
3464041049;Castelli;;castelli41@libero.it
3464041049;;;walpurga.totaro@virgilio.it
3464046757;;;
3464047133;ahamed;danillo;da-ahamed@hotmail.com
3464047133;bassani;eusebio;eu.bassani@hotmail.com
3464047133;lucarini;ascenzio;
3464051523;zavalloni;moraldo;demetriagiorgi@tim.it
3464057166;minelli;;
3464094261;Giurgola;;
3464150249;bonomo;micaela;bonomo88@alice.it
3464180064;;tilda;
3464184588;de florio;umbria;
3464186084;sgrigna;fiorelinda;fiorelinda02@yahoo.com
3464186084;;azzelino;azzelino15@hotmail.com
3464202283;;micuccia;
3464221665;lippi;;li-paglia@alice.it
3464223060;;davida;d4v1d4.f4r4z1@tim.it
3464234087;;mem√ã;mkarim@yahoo.com
3464234087;assal;;leoluchina.assal@alice.it
3464274354;vella;novaro;gpucc10tt1@hotmail.com
3464392320;;;d.croce@hotmail.it
3464436392;vinciguerra;albo;felicella@virgilio.it
3464441137;;;raffaellinamollica@virgilio.it
3464446059;;Ilaro;rossi69@libero.it
3464451893;ianne;alcestina;4lc3st1n4-14nn3@gmail.com
3464459796;Battelli;;
3464468285;rossi;redegonda;casadei.oreto@yahoo.com
3464471372;tronconi;silvero;
3464480368;forcina;filippo;forcina57@yahoo.com
3464480368;Arena;osilda;osilda43@tim.it
3464489348;Tosolini;;tosolini84@virgilio.it
3464489976;Piras;odilo;
3464516071;;;
3464535281;;adalgisio;z3cch1n1g0n4r14@hotmail.com
3464562296;Benedetti;saverino;s4v3r1n0.B3n3d3tt1@libero.it
3464585556;Battaglia;ermelina;battaglia81@virgilio.it
3464588537;Cattaneo;;cattaneo55@hotmail.it
3464627678;zolea;celestino;celestino.zolea@gmail.com
3464636778;;redea;esposito29@hotmail.it
3464636778;quartarone;madina;ivrea62@libero.it
3464693535;Tiglio;Ormiste;ormitiglio@hotmail.com
3464693610;baldinotti;;baldinotti75@gmail.com
3464712724;Battaglia;;arsi.ranfi@gmail.com
3464736410;;;ca.fiumi@virgilio.it
3464758837;Albanese;zanina;ur4S1lv3str1@hotmail.it
3464774667;;fiumina;f-G4ll1@virgilio.it
3464821183;;noretta;noretta.zavoli@yahoo.com
3464877072;ahmed el ghandor;fara;abcdefghijklmno@libero.it
3465002546;maldini;engelberto;aiello.fe@hotmail.it
3465010692;Raqabi;;s.raqabi@hotmail.com
3465032284;Palumbo;nicol√ö;nicol„ö24@hotmail.com
3465033778;ahmed el ghandor;falina;0s3.qu4rt4r0n3@tim.it
3465034268;cannizzaro;quinta;
3465091250;colongi;elenio;0v4nd4-sc1p10n1@yahoo.com
3465091250;giuliani;raniero;g1ul14n1-r4@libero.it
3465096106;steffanina;irenio;
3465096106;oliva;emiddio;emiddio65@yahoo.com
3465096106;wenz;luigina;luigina51@hotmail.it
3465096106;castagnoli;elgo;vofaei@gmail.com
3465103960;casella;fertile;f3.c4s3ll4@alice.it
3465103960;galotti;otilia;0t1l14.g4l0tt1@gmail.com
3465103960;;;b414n0.0s1@virgilio.it
3465106807;;;n3ttun0d1 l3n4@virgilio.it
3465117446;Moro;;glauca.lanconelli@virgilio.it
3465122540;Catalano;fiordimaria;zaccaria@virgilio.it
3465147480;Cipollone;Isabelle;
3465150651;cospito;abdone;
3465154297;El haqaoui;;nausicael_haqaoui@hotmail.com
3465211092;;;palatano92@libero.it
3465248625;Piras;;villermo89@virgilio.it
3465355457;gamberini;darmo;darmo23@gmail.com
3465365138;Pinna;olita;
3465378276;;;
3465381549;;;laurenti98@gmail.com
3465467136;lacerenza;;ma-boes@tim.it
3465480262;;;t0.c4st4gn4@hotmail.it
3465536536;spalletta;giraldo;g-n4c1@libero.it
3465536536;bonn;settimia;bonn93@hotmail.it
3465536536;Ferretti;terzilla;aadxwjdt@hotmail.com
3465588575;Galli;;begalli@hotmail.com
3465594591;;;navarro93@virgilio.it
3465619431;michilli;irmina;m1ch1ll11rm1@virgilio.it
3465629170;;;polibio-lazazzera@hotmail.com
3465680206;Poli;alan;sarpieri73@yahoo.com
3465708446;;fulviano;
3465732892;;lino;walterino91@hotmail.com
3465744341;di marco;;laurenti47@virgilio.it
3465777657;;Trieste;quartarone.bi@libero.it
3465777657;;;ug0l1n0m4r0cch1n1@virgilio.it
3465778691;Valentini;flauto;fl4V4l3nt1n1@libero.it
3465778691;balice;inerio;b4l1c3-1@libero.it
3465783225;zaccaria;paola;zaccaria.pa@hotmail.com
3465833322;Meloni;edera;f10rd1g1gl1-f@gmail.com
3465850516;tarozzi;alisio;abcdefghijklmn@alice.it
3465855059;Strazzanti;Servio;
3465860230;giurgola;;cicconi@virgilio.it
3465880986;Napolitano;colturo;cN4p0l1t4n0@alice.it
3465885344;;Novellina;
3465904921;;peppo;peppo10@hotmail.it
3465916530;panchetti;filimena;p4nch3tt1-f1l1m3n4@tim.it
3466004572;;mileda;b03s.m1l3d4@yahoo.com
3466022813;campana;oddino;oddinocampana@libero.it
3466029354;marano;trusiana;m4r4n0.tru@yahoo.com
3466132512;contiu;agamennone;c0nt1u.4g4m3nn0n3@virgilio.it
3466132512;chesti;camelia;4-l1b3rt0 @gmail.com
3466166768;eichenberger;palladino;
3466186035;Santoro;aurea;4uS4nt0r0@hotmail.it
3466201577;;addolorato;bernardi@libero.it
3466205828;fabiani;norvegia;fabiani64@gmail.com
3466235511;felici;;arpa.felici@yahoo.com
3466237428;fadda;adone;abcdefghij@alice.it
3466252796;quadalti noferini;obes;oronzo@virgilio.it
3466287526;;adelo;1ll1d3-c4v4t3rr4@hotmail.it
3466312979;bonn;radegonda;rb0nn@hotmail.com
3466312979;placidi ;ferido;placidi 53@hotmail.com
3466315109;;;
3466333501;;ferrara;st3s0r0@gmail.com
3466335300;andronico;neldo;neldo51@hotmail.it
3466340297;Sala;perfetto;perfetto@virgilio.it
3466346232;;onidia;onidia98@alice.it
3466347784;de sterlich;;
3466377894;;;idalco-tosolini@alice.it
3466405403;giorgetti;letterio;argio03@hotmail.com
3466414114;bassolino;giona;
3466440863;;;mildetaifi@yahoo.com
3466446816;martellini ;alboina;
3466530617;el hallaf;terzilia;leonino62@libero.it
3466567498;sestito;levantino;sestito08@virgilio.it
3466574077;emumwen;orelio;d0n0.A13ll0@tim.it
3466583457;;neve;
3466583457;;faliera;dipaolo-f@gmail.com
3466655443;di benimeo;gervasio;gervasio78@virgilio.it
3466659675;;;clero19@alice.it
3466679414;;Rinuccia;r1nucc14.r1b0l0n1@yahoo.com
3466679414;;Robertina;
3466695318;Ferrero;cirina;3rm1.c4ll3g4r1n1@virgilio.it
3466734057;bertini;gliceria;f4bb10p4r1n1@alice.it
3466746706;Sasvari;Arnaldina;sasvari60@alice.it
3466762053;salvemini;mos√ã;m0s√ã-s4lv3m1n1@gmail.com
3466773202;;dina;yyrqpoap@hotmail.com
3466824813;;reziere;
3466931630;simoni;ietta;13-s1m0n1@gmail.com
3466950129;Coppola;germinalina;n4P3rr0n3@libero.it
3466982128;Costantini;mirandino;m1-C0st4nt1n1@yahoo.com
3467018445;settembrini;realda;r3-s3tt3mbr1n1@tim.it
3467023198;vincenzi;stefanio;
3467092181;caccamo;odorina;caccamo90@virgilio.it
3467145271;mamone;albizzo;galante57@alice.it
3467162233;;;m4sgr1gn4@alice.it
3467165561;Martini;druso;
3467170648;Galli;zefirina;f10rd1g1gl1-f@gmail.com
3467170648;stefoni;olfina;
3467233276;;;
3467236147;laurenti;;l1.l4ur3nt1@libero.it
3467251517;;esedra;vella82@yahoo.com
3467270038;Vanni;;geromino53@yahoo.com
3467289273;errahmani;lazzarina;3rr4hm4n1l4zz4r1n4@tim.it
3467300487;giurgola;umbertino;umbertino17@tim.it
3467301857;;vitalia;v.d1 s1p10@gmail.com
3467380724;;;g4tt1.fr4g0l1n4@tim.it
3467450092;naci;fiorlisa;f10rl1s4n4c1@gmail.com
3467496395;;eddo;zavoli88@gmail.com
3467540628;caligiuri;;
3467592791;Fiordigigli;;
3467637746;;Giammario;concettino-cagnotti@libero.it
3467643807;veneziano;linneo;veneziano73@alice.it
3467646322;luzietti;adrasto;adrasto43@yahoo.com
3467646322;kosek;odulia;0du-k0s3k@gmail.com
3467651340;;;io.de_bacco@libero.it
3467651340;Wally;;zak.lina@hotmail.it
3467672905;cecere;quintilio;cecere25@libero.it
3467680279;Cavaterra;;
3467685132;bonventre;amorosa;
3467697645;Guidi;;
3467704505;;Tarquino;tarquino-campana@hotmail.com
3467856411;;;yjyblnutqjdxlbd@yahoo.com
3467894299;mane';tereso;f1um1z@hotmail.com
3467894299;Carbone;airaldo;41r4ld0-C4rb0n3@libero.it
3467904298;patwary;melino;m3.p4tw4ry@hotmail.com
3467923964;;;giovanmaria57@hotmail.com
3467985695;tronconi;ormisde;
3468001458;popovici;delisio;odinella.costa@hotmail.it
3468011672;d'alessandro;gradisca;isovonoppen@hotmail.it
3468024513;;pietruccia;pietruccia.luzzi@yahoo.com
3468034727;grande;fabia;e.serra@hotmail.it
3468038044;tabane;abbondanzio;abbondanzio21@yahoo.com
3468123775;Bernacci;Oriele;bernacci.o@tim.it
3468128483;iacobelli;novelio;
3468129031;;;pr1m14bu0ngr4z10@hotmail.it
3468138234;;;valente-alde@tim.it
3468142887;;;d'ambrosio50@hotmail.it
3468194107;barone;telesfero;t3l3sf3r0b4r0n3@virgilio.it
3468227710;wozniczka;florentina;odorina@yahoo.com
3468263784;Donati;armindo;olvea55@hotmail.it
3468301874;;;
3468332516;Orlando;;
3468340660;Montanari;orello;aafqfvcu@alice.it
3468490726;Zandoli;;
3468500352;riboloni;caterina;c.r1b0l0n1@hotmail.com
3468515500;;cira;
3468559750;battelli;;olga@tim.it
3468569248;;;r-curcio@libero.it
3468584879;assal;stanislao;st4.4ss4l@yahoo.com
3468620275;La sorda;;olemozito@alice.it
3468632652;Paolini;Allegrina;allegrina-paolini@gmail.com
3468697265;;Gavina;gavinaferrarese@hotmail.com
3468705797;guidi;rosso;fragolina@yahoo.com
3468705797;pereira de castro;filino;f1.p3r31r4 d3 c4str0@virgilio.it
3468710818;mucci;onerio;
3468728534;Leone;fiorindo;vi-bencivenga@tim.it
3468738758;de peppe;;fiova66@hotmail.it
3468738758;mascali zeo;mafaldo;mafaldo47@alice.it
3468738758;;contardo;dipaolo-f@gmail.com
3468738758;bonn;sarino;bonn.sarino@yahoo.com
3468768266;;sofronio;c4st4ld1s0fr0n10@hotmail.it
3468771436;wicher;ottimo;
3468784243;Orlando;;germana-donati@libero.it
3468816702;cauteruccio;eleo;3du1n0-p4ul@tim.it
3468838891;Piani;;
3468860021;wenz;andrietto;
3468862293;;;lilliano84@yahoo.com
3468872953;donati;;G4ll1s4lv3@tim.it
3469013148;De simone;;ode_simone@hotmail.com
3469056027;Pezzuco;;de_sterlich-fenina@hotmail.it
3469063130;;ermenegildo;3rm3r4nf1@virgilio.it
3469090475;lazar;carletta;taddea58@libero.it
3469092763;;fiorisia;guarina62@yahoo.com
3469105893;;;v1ll4n1f3bbr1n4@gmail.com
3469127026;piacentini;orte;orte25@tim.it
3469134119;;;glorietta@yahoo.com
3469219209;ducci;erilda;3r1-ducc1@libero.it
3469241878;;bonfiglio;
3469252114;;;plagiorgetti@virgilio.it
3469254401;De Simone;celino;celino61@gmail.com
3469258937;;;botnariu01@alice.it
3469270513;Fassbender;;kpipljurooybch@yahoo.com
3469320135;Pellegrini;orieto;
3469320135;gutjahr;cassio;cassio@hotmail.com
3469337645;Ricci;Olferino;d.de_santis@hotmail.com
3469348457;;;gelsina97@tim.it
3469394231;antosh;venturo;mm014n0@tim.it
3469395547;quadrini;duilia;bkbeeynyetpvktw@libero.it
3469465063;minelli;remilia;
3469495756;niane;benito dario;
3469503478;;elide;
3469568950;castaldo;liberato;yystmhwdjp@yahoo.com
3469568950;mincuzzi;leocadia;w0gr0m4l4@tim.it
3469575220;Cospito;Valchiria;hukxmviidrqjyandsxvv@alice.it
3469579542;Neri;annuncio;d.F3rr4nt3@alice.it
3469599794;bragioto;annuncio;
3469606419;Mercantini;;noyoikameuv@virgilio.it
3469686312;fontana;rubino;rub1n0.f0nt4n4@alice.it
3469697098;apreda;arduina;
3469705629;Neri;;mostefanovich@tim.it
3469758547;;Clicerio;eda-narducci@virgilio.it
3469764003;;;pr1m14bu0ngr4z10@hotmail.it
3469800940;;;s4-p4r1n1@yahoo.com
3469810437;;nives;n1v3s-st3f4n0v1ch@hotmail.com
3469810437;Morelli;foscola;yyrqpoap@hotmail.com
3469833737;muratori;cadorino;4ssu.c0nt3@virgilio.it
3469930713;cerchierini;catella;
3469986343;bernacci;annuccia;4nnu.b3rn4cc1@hotmail.it
3469986343;bartolini;battistino;b4tt1st1n0-b4rt0l1n1@tim.it
3469994123;disabato;ferro;sR0ss1@virgilio.it
3470006100;benhadda;fedelinda;
3470052541;;liviero;
3470065713;buongrazio;rainaldo;di lena52@yahoo.com
3470081016;pereira de castro;milvia;pereiradecastro23@yahoo.com
3470176240;;;roaldo93@virgilio.it
3470190916;succi;ladina;l4d1n4-succ1@yahoo.com
3470190916;pompili;enos;enos@yahoo.com
3470190916;Fabbri;maggino;beno52@alice.it
3470192903;;tobia;
3470192903;salamone ;viera;
3470204825;;;jannat69@virgilio.it
3470208941;boubaker;alodia;alodia72@alice.it
3470208941;bernardi;orvilla;0rv1b3rn4rd1@yahoo.com
3470213847;narducci;vivenzia;n4rducc1.v1v3nz14@hotmail.com
3470220547;caligari;loris;loris07@tim.it
3470220547;alfano;leta;l3t4-4lf4n0@virgilio.it
3470233487;;;ide.giorgio@hotmail.com
3470250750;;;alg1s4.f1um1@virgilio.it
3470261690;;;ivaldodi_mario@libero.it
3470275757;cicconi;fridda;corinna53@libero.it
3470307484;Costa;rediano;
3470307484;Cirillo;menina;cirillo.menina@hotmail.com
3470307484;;polibio;po.messina@yahoo.com
3470318737;di ruzza;elenia;elenia03@gmail.com
3470343786;fontanella;arsenio;leoluchina.assal@alice.it
3470350964;avendato;lancillotto;4ng3l3tt4.fr4sc4@hotmail.it
3470394871;;;evqntqvdosp@hotmail.it
3470447065;;ermentrude;orviero97@virgilio.it
3470456105;;;Bruno20@gmail.com
3470461811;;clarita;
3470492593;vinciguerra;giorgio;g10rg10-v1nc1gu3rr4@libero.it
3470504544;Bruni;;ermite04@hotmail.com
3470530585;caporilli;;Agostini78@yahoo.com
3470542688;esposito;femide;fesposito@hotmail.it
